column_name,brand_id,brand_name,question_code,attribute_name
Q_TP1_C1_R2000- Trà thảo mộc VietFuji_Advertising on TV,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R2000- Trà thảo mộc VietFuji_Advertising on Internet (website, Facebook, YouTube, etc)",2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R2000- Trà thảo mộc VietFuji_Outdoor billboard (2 side of the streets, on the building)",2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R2000- Trà thảo mộc VietFuji_Transportation display (bus, car wrap)",2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R2000- Trà thảo mộc VietFuji_Advertising on the LCD/ad frame in the office building,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R2000- Trà thảo mộc VietFuji_Events/ Activations,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R2000- Trà thảo mộc VietFuji_Product display in stores, supermarket, …",2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R2000- Trà thảo mộc VietFuji_Poster in stores,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R2000- Trà thảo mộc VietFuji_Advertising on store sign/ light box,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R2000- Trà thảo mộc VietFuji_Promotion in stores, supermarket, …",2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R2000- Trà thảo mộc VietFuji_Marketing staff/ PG,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R2000- Trà thảo mộc VietFuji_Recommended by seller,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R2000- Trà thảo mộc VietFuji_Recommended by friends/relatives,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R2000- Trà thảo mộc VietFuji_Seeing others use,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R2000- Trà thảo mộc VietFuji_Sampling/ Free sample trial,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R2000- Trà thảo mộc VietFuji_Advertising on newspaper, magazines",2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R2000- Trà thảo mộc VietFuji_Advertising on radio,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R2000- Trà thảo mộc VietFuji_None of these,2000,Trà thảo mộc VietFuji,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R3000- Trà sữa không độ/ Trà sữa Macchiato_Advertising on TV,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R3000- Trà sữa không độ/ Trà sữa Macchiato_Advertising on Internet (website, Facebook, YouTube, etc)",3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R3000- Trà sữa không độ/ Trà sữa Macchiato_Outdoor billboard (2 side of the streets, on the building)",3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R3000- Trà sữa không độ/ Trà sữa Macchiato_Transportation display (bus, car wrap)",3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R3000- Trà sữa không độ/ Trà sữa Macchiato_Advertising on the LCD/ad frame in the office building,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R3000- Trà sữa không độ/ Trà sữa Macchiato_Events/ Activations,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R3000- Trà sữa không độ/ Trà sữa Macchiato_Product display in stores, supermarket, …",3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R3000- Trà sữa không độ/ Trà sữa Macchiato_Poster in stores,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R3000- Trà sữa không độ/ Trà sữa Macchiato_Advertising on store sign/ light box,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R3000- Trà sữa không độ/ Trà sữa Macchiato_Promotion in stores, supermarket, …",3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R3000- Trà sữa không độ/ Trà sữa Macchiato_Marketing staff/ PG,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R3000- Trà sữa không độ/ Trà sữa Macchiato_Recommended by seller,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R3000- Trà sữa không độ/ Trà sữa Macchiato_Recommended by friends/relatives,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R3000- Trà sữa không độ/ Trà sữa Macchiato_Seeing others use,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R3000- Trà sữa không độ/ Trà sữa Macchiato_Sampling/ Free sample trial,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R3000- Trà sữa không độ/ Trà sữa Macchiato_Advertising on newspaper, magazines",3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R3000- Trà sữa không độ/ Trà sữa Macchiato_Advertising on radio,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R3000- Trà sữa không độ/ Trà sữa Macchiato_None of these,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R5000- Trà TH True Tea_Advertising on TV,5000,Trà TH True Tea,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R5000- Trà TH True Tea_Advertising on Internet (website, Facebook, YouTube, etc)",5000,Trà TH True Tea,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R5000- Trà TH True Tea_Outdoor billboard (2 side of the streets, on the building)",5000,Trà TH True Tea,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R5000- Trà TH True Tea_Transportation display (bus, car wrap)",5000,Trà TH True Tea,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R5000- Trà TH True Tea_Advertising on the LCD/ad frame in the office building,5000,Trà TH True Tea,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R5000- Trà TH True Tea_Events/ Activations,5000,Trà TH True Tea,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R5000- Trà TH True Tea_Product display in stores, supermarket, …",5000,Trà TH True Tea,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R5000- Trà TH True Tea_Poster in stores,5000,Trà TH True Tea,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R5000- Trà TH True Tea_Advertising on store sign/ light box,5000,Trà TH True Tea,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R5000- Trà TH True Tea_Promotion in stores, supermarket, …",5000,Trà TH True Tea,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R5000- Trà TH True Tea_Marketing staff/ PG,5000,Trà TH True Tea,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R5000- Trà TH True Tea_Recommended by seller,5000,Trà TH True Tea,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R5000- Trà TH True Tea_Recommended by friends/relatives,5000,Trà TH True Tea,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R5000- Trà TH True Tea_Seeing others use,5000,Trà TH True Tea,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R5000- Trà TH True Tea_Sampling/ Free sample trial,5000,Trà TH True Tea,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R5000- Trà TH True Tea_Advertising on newspaper, magazines",5000,Trà TH True Tea,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R5000- Trà TH True Tea_Advertising on radio,5000,Trà TH True Tea,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R5000- Trà TH True Tea_None of these,5000,Trà TH True Tea,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R6000- Trà mật ong Boncha_Advertising on TV,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R6000- Trà mật ong Boncha_Advertising on Internet (website, Facebook, YouTube, etc)",6001,Trà mật ong Boncha,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R6000- Trà mật ong Boncha_Outdoor billboard (2 side of the streets, on the building)",6001,Trà mật ong Boncha,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R6000- Trà mật ong Boncha_Transportation display (bus, car wrap)",6001,Trà mật ong Boncha,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R6000- Trà mật ong Boncha_Advertising on the LCD/ad frame in the office building,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R6000- Trà mật ong Boncha_Events/ Activations,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R6000- Trà mật ong Boncha_Product display in stores, supermarket, …",6001,Trà mật ong Boncha,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R6000- Trà mật ong Boncha_Poster in stores,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R6000- Trà mật ong Boncha_Advertising on store sign/ light box,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R6000- Trà mật ong Boncha_Promotion in stores, supermarket, …",6001,Trà mật ong Boncha,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R6000- Trà mật ong Boncha_Marketing staff/ PG,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R6000- Trà mật ong Boncha_Recommended by seller,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R6000- Trà mật ong Boncha_Recommended by friends/relatives,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R6000- Trà mật ong Boncha_Seeing others use,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R6000- Trà mật ong Boncha_Sampling/ Free sample trial,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R6000- Trà mật ong Boncha_Advertising on newspaper, magazines",6001,Trà mật ong Boncha,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R6000- Trà mật ong Boncha_Advertising on radio,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R6000- Trà mật ong Boncha_None of these,6001,Trà mật ong Boncha,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R7000- Trà Jokky_Advertising on TV,7000,Trà Jokky,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R7000- Trà Jokky_Advertising on Internet (website, Facebook, YouTube, etc)",7000,Trà Jokky,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R7000- Trà Jokky_Outdoor billboard (2 side of the streets, on the building)",7000,Trà Jokky,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R7000- Trà Jokky_Transportation display (bus, car wrap)",7000,Trà Jokky,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R7000- Trà Jokky_Advertising on the LCD/ad frame in the office building,7000,Trà Jokky,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R7000- Trà Jokky_Events/ Activations,7000,Trà Jokky,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R7000- Trà Jokky_Product display in stores, supermarket, …",7000,Trà Jokky,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R7000- Trà Jokky_Poster in stores,7000,Trà Jokky,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R7000- Trà Jokky_Advertising on store sign/ light box,7000,Trà Jokky,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R7000- Trà Jokky_Promotion in stores, supermarket, …",7000,Trà Jokky,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R7000- Trà Jokky_Marketing staff/ PG,7000,Trà Jokky,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R7000- Trà Jokky_Recommended by seller,7000,Trà Jokky,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R7000- Trà Jokky_Recommended by friends/relatives,7000,Trà Jokky,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R7000- Trà Jokky_Seeing others use,7000,Trà Jokky,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R7000- Trà Jokky_Sampling/ Free sample trial,7000,Trà Jokky,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R7000- Trà Jokky_Advertising on newspaper, magazines",7000,Trà Jokky,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R7000- Trà Jokky_Advertising on radio,7000,Trà Jokky,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R7000- Trà Jokky_None of these,7000,Trà Jokky,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R8000- Trà sữa C2_Advertising on TV,8000,Trà sữa C2,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R8000- Trà sữa C2_Advertising on Internet (website, Facebook, YouTube, etc)",8000,Trà sữa C2,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R8000- Trà sữa C2_Outdoor billboard (2 side of the streets, on the building)",8000,Trà sữa C2,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R8000- Trà sữa C2_Transportation display (bus, car wrap)",8000,Trà sữa C2,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R8000- Trà sữa C2_Advertising on the LCD/ad frame in the office building,8000,Trà sữa C2,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R8000- Trà sữa C2_Events/ Activations,8000,Trà sữa C2,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R8000- Trà sữa C2_Product display in stores, supermarket, …",8000,Trà sữa C2,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R8000- Trà sữa C2_Poster in stores,8000,Trà sữa C2,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R8000- Trà sữa C2_Advertising on store sign/ light box,8000,Trà sữa C2,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R8000- Trà sữa C2_Promotion in stores, supermarket, …",8000,Trà sữa C2,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R8000- Trà sữa C2_Marketing staff/ PG,8000,Trà sữa C2,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R8000- Trà sữa C2_Recommended by seller,8000,Trà sữa C2,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R8000- Trà sữa C2_Recommended by friends/relatives,8000,Trà sữa C2,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R8000- Trà sữa C2_Seeing others use,8000,Trà sữa C2,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R8000- Trà sữa C2_Sampling/ Free sample trial,8000,Trà sữa C2,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R8000- Trà sữa C2_Advertising on newspaper, magazines",8000,Trà sữa C2,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R8000- Trà sữa C2_Advertising on radio,8000,Trà sữa C2,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R8000- Trà sữa C2_None of these,8000,Trà sữa C2,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R9000- Búp non 365_Advertising on TV,9000,Búp non 365,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R9000- Búp non 365_Advertising on Internet (website, Facebook, YouTube, etc)",9000,Búp non 365,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R9000- Búp non 365_Outdoor billboard (2 side of the streets, on the building)",9000,Búp non 365,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R9000- Búp non 365_Transportation display (bus, car wrap)",9000,Búp non 365,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R9000- Búp non 365_Advertising on the LCD/ad frame in the office building,9000,Búp non 365,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R9000- Búp non 365_Events/ Activations,9000,Búp non 365,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R9000- Búp non 365_Product display in stores, supermarket, …",9000,Búp non 365,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R9000- Búp non 365_Poster in stores,9000,Búp non 365,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R9000- Búp non 365_Advertising on store sign/ light box,9000,Búp non 365,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R9000- Búp non 365_Promotion in stores, supermarket, …",9000,Búp non 365,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R9000- Búp non 365_Marketing staff/ PG,9000,Búp non 365,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R9000- Búp non 365_Recommended by seller,9000,Búp non 365,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R9000- Búp non 365_Recommended by friends/relatives,9000,Búp non 365,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R9000- Búp non 365_Seeing others use,9000,Búp non 365,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R9000- Búp non 365_Sampling/ Free sample trial,9000,Búp non 365,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R9000- Búp non 365_Advertising on newspaper, magazines",9000,Búp non 365,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R9000- Búp non 365_Advertising on radio,9000,Búp non 365,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R9000- Búp non 365_None of these,9000,Búp non 365,Q_TP1.Touchpoints,None of these
Q_TP2_R1- C2,1,C2,Q_TP2_R1,
Q_TP2_R7- OLong Tea Plus,8,OLong Tea Plus,Q_TP2_R7,
Q_TP2_R11- Không Độ,11,Không Độ,Q_TP2_R11,
Q_TP2_R15- Trà Cozy đóng chai,15,Trà Cozy đóng chai,Q_TP2_R15,
Q_TP2_R19- Dr. Thanh,19,Dr. Thanh,Q_TP2_R19,
Q_TP2_R23- Trà Tea Go,23,Trà Tea Go,Q_TP2_R23,
Q_TP2_R26- Trà sữa ít đường Vinamilk Happy Milktea,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP2_R26,
Q_TP2_R27- Trà lá vối Seventy,271,Trà lá vối Seventy,Q_TP2_R27,
Q_TP2_R2000- Trà thảo mộc VietFuji,2000,Trà thảo mộc VietFuji,Q_TP2_R2000,
Q_TP2_R3000- Trà sữa không độ/ Trà sữa Macchiato,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP2_R3000,
Q_TP2_R5000- Trà TH True Tea,5000,Trà TH True Tea,Q_TP2_R5000,
Q_TP2_R6000- Trà mật ong Boncha,6001,Trà mật ong Boncha,Q_TP2_R6000,
Q_TP2_R7000- Trà Jokky,7000,Trà Jokky,Q_TP2_R7000,
Q_TP2_R8000- Trà sữa C2,8000,Trà sữa C2,Q_TP2_R8000,
Q_TP2_R9000- Búp non 365,9000,Búp non 365,Q_TP2_R9000,
Q_TP3_R1- C2,1,C2,Q_TP3_R1,
Q_TP3_R7- OLong Tea Plus,8,OLong Tea Plus,Q_TP3_R7,
Q_TP3_R11- Không Độ,11,Không Độ,Q_TP3_R11,
Q_TP3_R15- Trà Cozy đóng chai,15,Trà Cozy đóng chai,Q_TP3_R15,
Q_TP3_R19- Dr. Thanh,19,Dr. Thanh,Q_TP3_R19,
Q_TP3_R23- Trà Tea Go,23,Trà Tea Go,Q_TP3_R23,
Q_TP3_R26- Trà sữa ít đường Vinamilk Happy Milktea,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP3_R26,
Q_TP3_R27- Trà lá vối Seventy,271,Trà lá vối Seventy,Q_TP3_R27,
Q_TP3_R2000- Trà thảo mộc VietFuji,2000,Trà thảo mộc VietFuji,Q_TP3_R2000,
Q_TP3_R3000- Trà sữa không độ/ Trà sữa Macchiato,3001,Trà sữa không độ/ Trà sữa Macchiato,Q_TP3_R3000,
Q_TP3_R5000- Trà TH True Tea,5000,Trà TH True Tea,Q_TP3_R5000,
Q_TP3_R6000- Trà mật ong Boncha,6001,Trà mật ong Boncha,Q_TP3_R6000,
Q_TP3_R7000- Trà Jokky,7000,Trà Jokky,Q_TP3_R7000,
Q_TP3_R8000- Trà sữa C2,8000,Trà sữa C2,Q_TP3_R8000,
Q_TP3_R9000- Búp non 365,9000,Búp non 365,Q_TP3_R9000,
